routeframecode,extendedcode,framealtcode,latitude,longitude,framesizefamilycode,framesizename,productformatname,digital,modeltype,productformatmarketingname,revenuestreamname,channelname,visualunitcode,visualunitname,linkedassetcode,linkedassetname,geographicalareacode,geographicalareaname,geolevelname,startdate,enddate,maxstatusdate,tvareacode,tvareaname,conurbationcode,routetowncode,routetownname,districtcode,sitecode,furnitureindex,address,postcode,postalsector,businessareacode,businessareagroupcode,productformatmarketingcode,revenuestreamcode,activestatus,currentstatus,businessareaname,conurbation,extid,fsizename,productformatcode,sitenumber,medialength,dayframe
LAX0310DG.C2,LAX0310DG.C2,50296791,33.94541491,-118.41082697,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_NC,LAX-1265-LAX_TOM_NC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0310DG,LAX0310DG,NORTH CONCOURSE BY GATE 133,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37353,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX7603DW.T1,LAX7603DW.T1,"",33.943161,-118.3989,formattype0,"Airport, digital",IVK - touch,1,Digital,default,"Digital, other",Airports,"","","","",LAX-1263-LAX_T78_A,LAX-1263-LAX_T78_A,LAX-Terminal 7,2017-12-20,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1263,S.LAX7603DW,LAX7603DW,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-D,0,1,Airport Digital,Undefined,37354,Default format type,AIR-DW,"",10.0,2022-03-23
LAX0310DG.C1,LAX0310DG.C1,50296790,33.94541491,-118.41082697,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_NC,LAX-1265-LAX_TOM_NC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0310DG,LAX0310DG,NORTH CONCOURSE BY GATE 133,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Non-Conurbation,37355,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0312DG.C2,LAX0312DG.C2,50296793,33.94525561,-118.41079346,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_NC,LAX-1265-LAX_TOM_NC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0312DG,LAX0312DG,NORTH CONCOURSE BY GATE 133,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37361,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0313DG.C1,LAX0313DG.C1,50296794,33.94452084,-118.41069214,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_NC,LAX-1265-LAX_TOM_NC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0313DG,LAX0313DG,NORTH CONCOURSE BY GATE 131,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37363,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0312DG.C1,LAX0312DG.C1,50296792,33.94525561,-118.41079346,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_NC,LAX-1265-LAX_TOM_NC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0312DG,LAX0312DG,NORTH CONCOURSE BY GATE 133,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37364,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0315DG.C1,LAX0315DG.C1,50296796,33.94427878,-118.41064959,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_NC,LAX-1265-LAX_TOM_NC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0315DG,LAX0315DG,NORTH CONCOURSE BY GATE 131,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37366,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0313DG.C2,LAX0313DG.C2,50296795,33.94452084,-118.41069214,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_NC,LAX-1265-LAX_TOM_NC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0313DG,LAX0313DG,NORTH CONCOURSE BY GATE 131,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37367,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0315DG.C2,LAX0315DG.C2,50296797,33.94427878,-118.41064959,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_NC,LAX-1265-LAX_TOM_NC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0315DG,LAX0315DG,NORTH CONCOURSE BY GATE 131,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37369,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0316DG.C2,LAX0316DG.C2,50296799,33.94208465,-118.41030768,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_SC,LAX-1265-LAX_TOM_SC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0316DG,LAX0316DG,SOUTH CONCOURSE BY GATE 151,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37370,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0316DG.C1,LAX0316DG.C1,50296798,33.94208465,-118.41030768,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_SC,LAX-1265-LAX_TOM_SC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0316DG,LAX0316DG,SOUTH CONCOURSE BY GATE 151,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37371,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0317DG.C2,LAX0317DG.C2,50296801,33.94190641,-118.41026425,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_SC,LAX-1265-LAX_TOM_SC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0317DG,LAX0317DG,SOUTH CONCOURSE BY GATE 151,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37374,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0317DG.C1,LAX0317DG.C1,50296800,33.94190641,-118.41026425,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_SC,LAX-1265-LAX_TOM_SC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0317DG,LAX0317DG,SOUTH CONCOURSE BY GATE 151,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37375,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0318DG.C2,LAX0318DG.C2,50296803,33.94174114,-118.41023976,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_SC,LAX-1265-LAX_TOM_SC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0318DG,LAX0318DG,SOUTH CONCOURSE BY GATE 151,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37380,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0319DG.C2,LAX0319DG.C2,50296805,33.94158829,-118.41022008,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_SC,LAX-1265-LAX_TOM_SC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0319DG,LAX0319DG,SOUTH CONCOURSE BY GATE 153,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37381,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0318DG.C1,LAX0318DG.C1,50296802,33.94174114,-118.41023976,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_SC,LAX-1265-LAX_TOM_SC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0318DG,LAX0318DG,SOUTH CONCOURSE BY GATE 151,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37382,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0319DG.C1,LAX0319DG.C1,50296804,33.94158829,-118.41022008,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_SC,LAX-1265-LAX_TOM_SC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0319DG,LAX0319DG,SOUTH CONCOURSE BY GATE 153,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37384,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0320DG.C1,LAX0320DG.C1,50296806,33.94141929,-118.41018703,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_SC,LAX-1265-LAX_TOM_SC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0320DG,LAX0320DG,SOUTH CONCOURSE BY GATE 153,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37386,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX0320DG.C2,LAX0320DG.C2,50296807,33.94141929,-118.41018703,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX0310DG_LINK,LAX0310,"","",LAX-1265-LAX_TOM_SC,LAX-1265-LAX_TOM_SC,LAX-Tom Bradley Intl Terminal,2016-03-30,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1265,S.LAX0320DG,LAX0320DG,SOUTH CONCOURSE BY GATE 153,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37387,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4307DG.C2,LAX4307DG.C2,50296848,33.940895,-118.406841,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4307DG,LAX4307DG,NEAR GATE 45,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37468,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAX4307DG.C1,LAX4307DG.C1,50296847,33.940895,-118.406841,formattype0,Digital 1080x1920 portrait PDN,Digital 1080x1920 portrait PDN,1,Digital,default,PDN,Airports,LAX4301DG_LINK,LAX4301,"","",LAX-1260-LAX_T4_T,LAX-1260-LAX_T4_T,LAX-Terminal 4,2015-12-01,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1260,S.LAX4307DG,LAX4307DG,NEAR GATE 45,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Non-Conurbation,37472,Default format type,LANDSCPDN,"",10.0,2022-03-23
LAZ0504DV.C1,LAZ0504DV.C1,"",33.94203818,-118.41032714,formattype0,Digital 4800 x 1080,Digital BMB 4800X1080,1,Digital,default,Bridge Media Band,Airports,"","","","",LAZ-1517-LAZ_TB_SC,LAZ-1517-LAZ_TB_SC,LAZ - TBIT - MSC,2018-01-19,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1517,S.LAZ0504DV,LAZ0504DV,SOUTH CONCOURSE GATE 150,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-BMB,0,1,Airport Digital,Undefined,37492,Default format type,4800X1080,"",10.0,2022-03-23
LAZ5217DR.C1,LAZ5217DR.C1,50296955,33.942707,-118.403829,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,LAZ5217DR_LINK,LAZ5217,"","",LAZ-1447-LAZ_T5_DP,LAZ-1447-LAZ_T5_DP,LAZ - Terminal 5,2018-08-15,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1447,S.LAZ5217DR,LAZ5217DR,IFO CAROUSEL #2,90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Non-Conurbation,37501,Default format type,AIR-DR,"",10.0,2022-03-23
LAZ6216DR.C1,LAZ6216DR.C1,50296959,33.94272155,-118.40320362,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,LAZ6216DR_LINK,LAZ6216,"","",LAZ-1448-LAZ_T6_DP,LAZ-1448-LAZ_T6_DP,LAZ - Terminal 6,2018-08-16,2099-12-31,2099-12-31,A,USA,NONE,LOS ANGELES,LOS ANGELES,1448,S.LAZ6216DR,LAZ6216DR,"IFO THE WEST WALL OF ARRIVALS, LEVEL",90045,90045,AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Non-Conurbation,37539,Default format type,AIR-DR,"",10.0,2022-03-23
LAX4602DA.C1,LAX4602DA.C1,"",33.942453,-118.40635,formattype0,Digital 1920x1080 landscape - BC,Digital 1920x1080 landscape - BC,1,Digital,default,PDN,Airports,"","","","",LAX-1260-LAXT4_BAG,LAX-1260-LAXT4_BAG,LAX-Terminal 4,2016-09-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1260,S.LAX4602DA,LAX4602DA,ARRIVALS,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,37587,Default format type,BAGCLAIMP,"",10.0,2022-03-23
MIM2356DG.C1,MIM2356DG.C1,50297173,25.79683385,-80.27927222,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,"","","","",MIM-1384-MIA_CO_D29,MIM-1384-MIA_CO_D29,MIA-NT - 2nd Level,2012-11-27,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1384,S.MIM2356DG,MIM2356DG,"CONC D-E-F INT BAG CLM CAROUSE, 5","","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,37652,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2902DA.C1,MIM2902DA.C1,50297236,25.79349376,-80.27540778,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,MIM2902DA,MIM2902DA,"","",MIM-1379-MIA_CO_HJ2,MIM-1379-MIA_CO_HJ2,MIA-ST Con. H&J/2nd Level,2012-06-12,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1379,S.MIM2902DA,MIM2902DA,CONC H/J TSA CHKPOINT,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,37653,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2902DA.C2,MIM2902DA.C2,50297237,25.79349376,-80.27540778,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,MIM2902DA,MIM2902DA,"","",MIM-1379-MIA_CO_HJ2,MIM-1379-MIA_CO_HJ2,MIA-ST Con. H&J/2nd Level,2012-06-12,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1379,S.MIM2902DA,MIM2902DA,CONC H/J TSA CHKPOINT,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,37654,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2295DR.C1,MIM2295DR.C1,50297164,25.79655919,-80.28496974,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,"","","","",MIM-1375-MIA_CO_D12,MIM-1375-MIA_CO_D12,MIA-NT Con. D/2nd Level,2014-04-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1375,S.MIM2295DR,MIM2295DR,AREA BY GATE D60A,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Undefined,37775,Default format type,AIR-DR,"",10.0,2022-03-23
MIM2360DG.C1,MIM2360DG.C1,50297177,25.79696825,-80.27960273,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,"","","","",MIM-1384-MIA_CO_D29,MIM-1384-MIA_CO_D29,MIA-NT - 2nd Level,2012-11-27,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1384,S.MIM2360DG,MIM2360DG,"CONC D-E-F INT BAG CLM CAROUSE, 7","","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,37789,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2906DA.C2,MIM2906DA.C2,50297241,25.79283021,-80.27357295,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,MIM2906DA,MIM2906DA,"","",MIM-1379-MIA_CO_HJ2,MIM-1379-MIA_CO_HJ2,MIA-ST Con. H&J/2nd Level,2012-06-12,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1379,S.MIM2906DA,MIM2906DA,BY J3,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,37795,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2906DA.C1,MIM2906DA.C1,50297240,25.79283021,-80.27357295,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,MIM2906DA,MIM2906DA,"","",MIM-1379-MIA_CO_HJ2,MIM-1379-MIA_CO_HJ2,MIA-ST Con. H&J/2nd Level,2012-06-12,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1379,S.MIM2906DA,MIM2906DA,BY J3,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,37796,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2908DA.C2,MIM2908DA.C2,50297243,25.79147885,-80.27348486,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,MIM2908DA,MIM2908DA,"","",MIM-1379-MIA_CO_HJ2,MIM-1379-MIA_CO_HJ2,MIA-ST Con. H&J/2nd Level,2012-06-12,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1379,S.MIM2908DA,MIM2908DA,BY J12,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,37799,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2908DA.C1,MIM2908DA.C1,50297242,25.79147885,-80.27348486,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,MIM2908DA,MIM2908DA,"","",MIM-1379-MIA_CO_HJ2,MIM-1379-MIA_CO_HJ2,MIA-ST Con. H&J/2nd Level,2012-06-12,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1379,S.MIM2908DA,MIM2908DA,BY J12,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,37800,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2565DR.C1,MIM2565DR.C1,50297204,25.79492512,-80.28025692,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,"","","","",MIM-1377-MIA_CO_EF2,MIM-1377-MIA_CO_EF2,MIA-CT Con. F/2nd Level,2014-04-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1377,S.MIM2565DR,MIM2565DR,AREA BY E2,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Undefined,37806,Default format type,AIR-DR,"",10.0,2022-03-23
MIM2567DR.C1,MIM2567DR.C1,50297208,25.79497707,-80.28106434,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,"","","","",MIM-1377-MIA_CO_EF2,MIM-1377-MIA_CO_EF2,MIA-CT Con. F/2nd Level,2014-04-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1377,S.MIM2567DR,MIM2567DR,AREA BY E4,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Undefined,37809,Default format type,AIR-DR,"",10.0,2022-03-23
MIM2255DR.C1,MIM2255DR.C1,50297084,25.79831954,-80.27201437,formattype0,Digital 1080x1920 portrait DR,Digital Charging stations,1,Digital,default,Charging Stations,Airports,"","","","",MIM-1375-MIA_CO_D22,MIM-1375-MIA_CO_D22,MIA-NT Con. D/2nd Level,2014-04-01,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1375,S.MIM2255DR,MIM2255DR,AREA BY GATE D7,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-CS,1,1,Airport Digital,Undefined,37819,Default format type,AIR-DR,"",10.0,2022-03-23
MIM2446DA.C1,MIM2446DA.C1,50297200,25.79571789,-80.27879007,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,MIM2446DA,MIM2446DA,"","",MIM-1384-MIA_CO_D29,MIM-1384-MIA_CO_D29,MIA-NT - 2nd Level,2012-12-03,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1384,S.MIM2446DA,MIM2446DA,NT TSA CHKPOINT 4,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,37832,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2446DA.C2,MIM2446DA.C2,50297201,25.79571789,-80.27879007,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,MIM2446DA,MIM2446DA,"","",MIM-1384-MIA_CO_D29,MIM-1384-MIA_CO_D29,MIA-NT - 2nd Level,2012-12-03,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1384,S.MIM2446DA,MIM2446DA,NT TSA CHKPOINT 4,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,37833,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2134DA.C2,MIM2134DA.C2,50297073,25.7984661,-80.27264855,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,MIM2134DA,MIM2134DA,"","",MIM-1375-MIA_CO_D22,MIM-1375-MIA_CO_D22,MIA-NT Con. D/2nd Level,2018-04-05,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1375,S.MIM2134DA,MIM2134DA,BY D8,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,0,1,Airport Digital,Undefined,37836,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2134DA.C1,MIM2134DA.C1,50297072,25.7984661,-80.27264855,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,MIM2134DA,MIM2134DA,"","",MIM-1375-MIA_CO_D22,MIM-1375-MIA_CO_D22,MIA-NT Con. D/2nd Level,2018-04-05,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1375,S.MIM2134DA,MIM2134DA,BY D8,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,37837,Default format type,PORTPDN,"",10.0,2022-03-23
MIM2445DA.C1,MIM2445DA.C1,50297198,25.79665065,-80.27761246,formattype0,Digital 1920x1080 landscape PDN,Digital 1920x1080 landscape PDN,1,Digital,default,PDN,Airports,MIM2445DA,MIM2445DA,"","",MIM-1384-MIA_CO_D29,MIM-1384-MIA_CO_D29,MIA-NT - 2nd Level,2012-12-18,2099-12-31,2099-12-31,"",Undefined,"",NONE,Undefined,1384,S.MIM2445DA,MIM2445DA,NT TSA CHKPOINT 3,"","",AIR-DIG3,AIRPORT,DEFAULT,AIR-PDN,1,1,Airport Digital,Undefined,37840,Default format type,PORTPDN,"",10.0,2022-03-23
