routeframecode,extendedcode,framealtcode,latitude,longitude,framesizefamilycode,framesizename,productformatname,digital,modeltype,productformatmarketingname,revenuestreamname,channelname,visualunitcode,visualunitname,linkedassetcode,linkedassetname,geographicalareacode,geographicalareaname,geolevelname,startdate,enddate,maxstatusdate,tvareacode,tvareaname,conurbationcode,routetowncode,routetownname,districtcode,sitecode,furnitureindex,address,postcode,postalsector,businessareacode,businessareagroupcode,productformatmarketingcode,revenuestreamcode,activestatus,currentstatus,businessareaname,conurbation,extid,fsizename,productformatcode,sitenumber,medialength,dayframe
CDN0020DB.NORTH,CDN0020DB.NORTH,30749131,41.964436,-87.749645,"",Digital 324x1044,Digital Billboard  (324x1044),1,Digital,default,Digital Billboard,Chicago Digital Network,"","","","",CDN-1422,CDN-1422,Ward 45.,2013-09-03,2099-12-31,2099-12-31,A,USA,NONE,CHICAGO,CHICAGO,1422,S.CDN0020DB,CDN0020DB,KENNEDY EXWY W/O CICERO,60630,60630,CHI,CDN,DEFAULT,CDNREV,1,1,Digital Billboard,Non-Conurbation,915,"",18x58,"",10.0,2022-03-23
LAB0002DB.02,LAB0002DB.02,"",40.74867343,-73.98545751,formattype0,Digital HD (1920 x 1080),Digital LAB,1,Digital,default,LAB FRAMES,z. Lab frames,"","","","",NYC-1460-LAB,NYC-1460-LAB,Manhattan,2018-06-21,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.LAB0002DB,LAB0002DB,350 FIFTH AVENUE,10118,10118,LAB,LAB,DEFAULT,LAB,1,1,LAB FRAMES,Non-Conurbation,932,Default format type,LAB,"",10.0,2022-03-23
LAB0001DB.02,LAB0001DB.02,"",40.74865499,-73.9855063,formattype0,Digital HD (1920 x 1080),Digital LAB,1,Digital,default,LAB FRAMES,z. Lab frames,"","","","",NYC-1460-LAB,NYC-1460-LAB,Manhattan,2018-06-21,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.LAB0001DB,LAB0001DB,350 FIFTH AVENUE,10118,10118,LAB,LAB,DEFAULT,LAB,1,1,LAB FRAMES,Non-Conurbation,934,Default format type,LAB,"",10.0,2022-03-23
LAB0002DB.01,LAB0002DB.01,"",40.74867343,-73.98545751,formattype0,Digital HD (1920 x 1080),Digital LAB,1,Digital,default,LAB FRAMES,z. Lab frames,"","","","",NYC-1460-LAB,NYC-1460-LAB,Manhattan,2018-06-21,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.LAB0002DB,LAB0002DB,350 FIFTH AVENUE,10118,10118,LAB,LAB,DEFAULT,LAB,1,1,LAB FRAMES,Non-Conurbation,937,Default format type,LAB,"",10.0,2022-03-23
LAB0001DB.01,LAB0001DB.01,"",40.74865499,-73.9855063,formattype0,Digital HD (1920 x 1080),Digital LAB,1,Digital,default,LAB FRAMES,z. Lab frames,"","","","",NYC-1460-LAB,NYC-1460-LAB,Manhattan,2018-06-21,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.LAB0001DB,LAB0001DB,350 FIFTH AVENUE,10118,10118,LAB,LAB,DEFAULT,LAB,1,1,LAB FRAMES,Non-Conurbation,941,Default format type,LAB,"",10.0,2022-03-23
BSF0408MD.C1,BSF0408MD.C1,30617562,42.348739,-71.082071,formattype0,Digital HD (1920 x 1080),Digital CIP,1,Digital,default,BOS - CIP,Boston Street Furniture,"","","","",BSF-BOS-CBD-BOS-DOWN,BSF-BOS-CBD-BOS-DOWN,Boston - CBD,2018-09-28,2099-12-31,2099-12-31,A,USA,NONE,BOSTON,BOSTON,BOS-CBD,S.BSF0408MD,BSF0408MD,BOYLSTON ST & FAIRFIELD ST,02199,02199,BOSF,BOSF,DEFAULT,BOS-CIP,1,1,BOS - Street Furniture,Non-Conurbation,2230,Default format type,BOS-CIP-D,"",10.0,2022-03-23
BSF0322MD.C1,BSF0322MD.C1,30470301,42.355222,-71.060694,formattype0,Digital HD (1920 x 1080),Digital CIP,1,Digital,default,BOS - CIP,Boston Street Furniture,"","","","",BSF-BOS-CBD-BOS-DOWN,BSF-BOS-CBD-BOS-DOWN,Boston - CBD,2018-09-28,2099-12-31,2099-12-31,A,USA,NONE,BOSTON,BOSTON,BOS-CBD,S.BSF0322MD,BSF0322MD,WASHINGTON ST & WINTER ST,02110,02110,BOSF,BOSF,DEFAULT,BOS-CIP,1,1,BOS - Street Furniture,Non-Conurbation,2334,Default format type,BOS-CIP-D,"",10.0,2022-03-23
BSF0187MD.C1,BSF0187MD.C1,30496863,42.356512,-71.059403,formattype0,Digital HD (1920 x 1080),Digital CIP,1,Digital,default,BOS - CIP,Boston Street Furniture,"","","","",BSF-BOS-CBD-BOS-DOWN,BSF-BOS-CBD-BOS-DOWN,Boston - CBD,2018-09-28,2099-12-31,2099-12-31,A,USA,NONE,BOSTON,BOSTON,BOS-CBD,S.BSF0187MD,BSF0187MD,WASHINGTON ST & BROMFIELD ST,02108,02108,BOSF,BOSF,DEFAULT,BOS-CIP,1,1,BOS - Street Furniture,Non-Conurbation,2349,Default format type,BOS-CIP-D,"",10.0,2022-03-23
BSF0400MD.C1,BSF0400MD.C1,30470345,42.354644,-71.059462,formattype0,Digital HD (1920 x 1080),Digital CIP,1,Digital,default,BOS - CIP,Boston Street Furniture,"","","","",BSF-BOS-CBD-BOS-DOWN,BSF-BOS-CBD-BOS-DOWN,Boston - CBD,2018-09-28,2099-12-31,2099-12-31,A,USA,NONE,BOSTON,BOSTON,BOS-CBD,S.BSF0400MD,BSF0400MD,SUMMER ST & CHAUNCY ST,02110,02110,BOSF,BOSF,DEFAULT,BOS-CIP,1,1,BOS - Street Furniture,Non-Conurbation,4467,Default format type,BOS-CIP-D,"",10.0,2022-03-23
BSF0026MD.C1,BSF0026MD.C1,30496833,42.348273,-71.076172,formattype0,Digital HD (1920 x 1080),Digital CIP,1,Digital,default,BOS - CIP,Boston Street Furniture,"","","","",BSF-BOS-CBD-BOS-DOWN,BSF-BOS-CBD-BOS-DOWN,Boston - CBD,2018-09-28,2099-12-31,2099-12-31,A,USA,NONE,BOSTON,BOSTON,BOS-CBD,S.BSF0026MD,BSF0026MD,DARTMOUTH & STUART ST,02116,02116,BOSF,BOSF,DEFAULT,BOS-CIP,1,1,BOS - Street Furniture,Non-Conurbation,4468,Default format type,BOS-CIP-D,"",10.0,2022-03-23
MN0023AB.CO,MN0023AB.CO,519645,40.726883,-74.005703,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2018-10-08,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0023AB,MN0023AB,"VARICK ST, BETWEEN CHARLTON ST & VANDAN S",10013,10013,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,4647,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0158AB.CO,MN0158AB.CO,519911,40.75237,-73.97312,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-09-10,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0158AB,MN0158AB,"3RD AV, BETWEEN E 44 ST & E 45 ST",10017,10017,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,4701,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0377AB.CO,MN0377AB.CO,30777067,40.782668,-73.980519,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2014-09-10,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0377AB,MN0377AB,"BROADWAY, BETWEEN W 77 ST & W 78 ST",10024,10024,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,4715,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0375AB.CO,MN0375AB.CO,30859644,40.783893,-73.980357,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2005-12-31,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0375AB,MN0375AB,"79 ST, BETWEEN WEST END & BROADWAY",10024,10024,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,4718,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01234AB.CO,MN01234AB.CO,30761949,40.766928,-73.982565,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2016-11-17,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01234AB,MN01234AB,"8TH AV, BETWEEN W 57 ST & W 58 ST",10019,10019,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,4771,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01253AB.CI,MN01253AB.CI,521078,40.785638,-73.978893,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2010-08-09,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01253AB,MN01253AB,"BROADWAY, BETWEEN W 82 ST & W 81 ST",10024,10024,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,4775,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01275AB.CI,MN01275AB.CI,521120,40.769065,-73.98505,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2008-08-05,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01275AB,MN01275AB,"9TH AV, BETWEEN W 59 ST & W 58 ST",10019,10019,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,4797,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01276AB.CO,MN01276AB.CO,521123,40.708205,-74.012582,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-02-19,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01276AB,MN01276AB,"TRINITY PL, B/W RECTOR ST & THAMES",10006,10006,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,4801,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01281AB.CO,MN01281AB.CO,521131,40.737903,-73.981196,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2008-02-27,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01281AB,MN01281AB,"23 ST, BETWEEN 3RD AV & 2ND AV",10010,10010,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,4802,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01198AB.CO,MN01198AB.CO,520973,40.770153,-73.960148,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2008-08-28,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01198AB,MN01198AB,"3RD AV, BETWEEN E 72 ST & E 73 ST",10021,10021,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5092,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0084AB.CI,MN0084AB.CI,519766,40.766684,-73.954036,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2012-01-10,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0084AB,MN0084AB,"YORK AV, BETWEEN E 72 ST & E 71 ST",10021,10021,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5145,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0247AB.CI,MN0247AB.CI,30472858,40.770057,-73.984318,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2008-04-14,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0247AB,MN0247AB,"COLUMBUS AV, @ W 60 ST",10023,10023,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5157,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0230AB.CO,MN0230AB.CO,520037,40.751893,-73.992919,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2014-10-07,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0230AB,MN0230AB,"34 ST, BETWEEN 8TH AV & 7TH AV",10001,10001,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5179,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01205AB.CI,MN01205AB.CI,520986,40.767706,-73.985456,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2008-08-11,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01205AB,MN01205AB,"57 ST, BETWEEN 9TH AV & 8TH AV",10019,10019,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5199,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01242AB.CI,MN01242AB.CI,521061,40.764075,-73.976848,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-05-11,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01242AB,MN01242AB,"57 ST, BETWEEN 6TH AV & 5TH AV",10019,10019,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5254,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01242AB.CO,MN01242AB.CO,521060,40.764075,-73.976848,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-05-11,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01242AB,MN01242AB,"57 ST, BETWEEN 6TH AV & 5TH AV",10019,10019,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5257,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01244AB.CI,MN01244AB.CI,30662919,40.766531,-73.982176,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2013-05-15,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01244AB,MN01244AB,"57 ST, BETWEEN BROADWAY & 8TH AV",10019,10019,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5260,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01249AB.CI,MN01249AB.CI,30662921,40.737644,-73.980596,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2013-06-19,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01249AB,MN01249AB,"23 ST, BETWEEN 2ND AV & 1 ST AV",10010,10010,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5268,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01251AB.CI,MN01251AB.CI,521075,40.73834,-73.99932,formattype0,Digital Bus Shelter 86in,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2005-12-31,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01251AB,MN01251AB,"14 ST, BETWEEN 7 AV & 6 AV",10011,10011,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5278,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01284AB.CI,MN01284AB.CI,521136,40.77686,-73.94905,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-05-10,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01284AB,MN01284AB,"86 ST, BETWEEN YORK AV & FIRST AV",10028,10028,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5292,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01287AB.CI,MN01287AB.CI,521142,40.742104,-73.997252,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2007-08-31,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01287AB,MN01287AB,"7TH AV, BETWEEN 20 ST & 19 ST",10011,10011,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5295,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01305AB.CI,MN01305AB.CI,521179,40.749592,-73.97192,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2008-02-27,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01305AB,MN01305AB,"42 ST, BETWEEN 2ND AV & 1ST AV",10017,10017,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5467,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0371AB.CI,MN0371AB.CI,520290,40.78686,-73.977956,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-05-04,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0371AB,MN0371AB,"BROADWAY, BETWEEN W 84 ST & W 83 ST",10024,10024,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5579,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MNBX510AB.CO,MNBX510AB.CO,521399,40.742244,-73.985048,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2018-05-23,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MNBX510AB,MNBX510AB,"PARK AV, BETWEEN E 27 ST & E 26 ST",10010,10010,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5595,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MNBX510AB.CI,MNBX510AB.CI,521398,40.742244,-73.985048,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2018-05-23,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MNBX510AB,MNBX510AB,"PARK AV, BETWEEN E 27 ST & E 26 ST",10010,10010,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5598,Default format type,NY-AB-DIG,"",10.0,2022-03-23
QN04441AB.CI,QN04441AB.CI,522933,40.754162,-73.822982,formattype0,Digital Bus Shelter 86in,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1461,NYC-1461,Queens,2007-11-16,2099-12-31,2099-12-31,A,USA,NONE,FLUSHING,FLUSHING,1461,S.QN04441AB,QN04441AB,"KISSENA BLVD, BETWEEN CHERRY AV & BEECH AV",11355,11355,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5601,Default format type,NY-AB-DIG,"",10.0,2022-03-23
NS4140KI.CP,NS4140KI.CP,30568031,40.7614,-73.9705,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4140KI,NS4140KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2010-06-19,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4140KI,NS4140KI,"57 ST, @ PARK AVENUE (12X6)",10022,10022,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,5669,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
NS4140KI.CL,NS4140KI.CL,30568076,40.7614,-73.9705,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4140KI,NS4140KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2010-06-19,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4140KI,NS4140KI,"57 ST, @ PARK AVENUE (12X6)",10022,10022,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,5671,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
MN0224AB.CO,MN0224AB.CO,520027,40.763827,-73.977421,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2007-05-14,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0224AB,MN0224AB,"6TH AV, BETWEEN W 56 ST & W 57 ST",10019,10019,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5724,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0224AB.CI,MN0224AB.CI,520026,40.763827,-73.977421,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2007-05-14,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0224AB,MN0224AB,"6TH AV, BETWEEN W 56 ST & W 57 ST",10019,10019,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5725,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0194AB.CI,MN0194AB.CI,519974,40.7476,-73.973999,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2008-02-27,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0194AB,MN0194AB,"2ND AV, BETWEEN E 39 ST & E 38 ST",10016,10016,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5910,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01499AB.CO,MN01499AB.CO,30774149,40.751377,-73.982567,formattype0,Digital Bus Shelter 98inch,NYSF 5th Ave Shelter,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2016-03-31,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01499AB,MN01499AB,"5TH AVENUE, @ W 39TH ST (SW CORNER)",10018,10018,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5990,Default format type,NYC-5AV-AB,"",10.0,2022-03-23
MN01685AB.CO,MN01685AB.CO,30774152,40.752421,-73.981822,formattype0,Digital Bus Shelter 98inch,NYSF 5th Ave Shelter,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2016-03-24,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01685AB,MN01685AB,"5TH AVENUE, @ W 40TH ST (NW CORNER)",10036,10036,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5992,Default format type,NYC-5AV-AB,"",10.0,2022-03-23
MN01499AB.CI,MN01499AB.CI,30774134,40.751377,-73.982567,formattype0,Digital Bus Shelter 98inch,NYSF 5th Ave Shelter,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2016-03-31,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01499AB,MN01499AB,"5TH AVENUE, @ W 39TH ST (SW CORNER)",10018,10018,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5993,Default format type,NYC-5AV-AB,"",10.0,2022-03-23
MN01689AB.CI,MN01689AB.CI,30774138,40.753176,-73.981261,formattype0,Digital Bus Shelter 98inch,NYSF 5th Ave Shelter,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2016-03-24,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01689AB,MN01689AB,"5TH AVENUE, @ W 42ND ST (SW CORNER)",10036,10036,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,5995,Default format type,NYC-5AV-AB,"",10.0,2022-03-23
